time_bin_start,time_bin_size,xcentroid,ycentroid,DAO flux
2023-05-05T03:47:49.549,15.0,1553.0397039050586,1437.5029904799596,3.312230722829228
2023-05-05T04:15:01.570,15.0,1551.4549216092585,1438.7615661326574,4.400289640705585
2023-05-05T04:58:12.580,15.0,1550.134644481072,1438.672922784119,5.941673779134911
