time_bin_start,time_bin_size,xcentroid,ycentroid,DAO flux,AP flux,Anu flux
2023-05-05T03:37:43.990,15.0,1505.658545068577,1451.9598233141166,45.283864574166145,696743.7145410595,664613.8785686388
2023-05-05T04:06:02.330,15.0,1486.5070405122656,1459.4518074772132,70.99202021518356,672665.0032227268,612967.0976914911
2023-05-05T04:33:47.270,15.0,1529.8081988179474,1527.4394505568735,128.77656611821413,657920.2438691185,583117.2724831183
2023-05-05T05:33:33.170,15.0,1524.2979148448526,1521.6222535867441,102.93023116168068,602233.4861799859,544382.3021524142
