time_bin_start,time_bin_size,xcentroid,ycentroid,DAO flux,AP flux,Anu flux,PSF flux,PSF unc
2023-05-05T03:47:49.549,15.0,1553.040442438791,1437.5034251892966,3.319052059965849,11295.962546012051,-869.5947339270268,8119.758385985809,193.2683156291756
2023-05-05T04:15:01.570,15.0,1551.4548739944155,1438.76161766664,4.407717909508814,10757.877316247144,150.70729613382568,9615.949033060508,235.36463805701268
2023-05-05T04:58:12.580,15.0,1550.1356753563516,1438.672920101272,5.94613799804669,10414.331066902712,394.93399798479186,10446.973498143943,326.5663205394534
